"first_name","gender"
"Gardner","male"
"Pink","NA"
"Nephi","male"
"Eliza","female"
"Iron","NA"
"Saint","male"
"Spring","female"
"Donner","NA"
"snowy","NA"
"Monte","male"
"Isaac","male"
"Apostle","NA"
"Wallace","male"
"Forest","male"
"Brevet","NA"
"The","NA"
"Dutch","male"
"Timothy","male"
"HK","NA"
"Philip","male"
"Tommy","male"
"Carey","female"
"C.","NA"
"Anthony","male"
"John","male"
"Ben","male"
"Eldon","male"
"Emma","female"
"Emma","female"
"James","male"
"Gammon","NA"
"Henry","male"
"J.","NA"
"Stephen","male"
"Mont","NA"
"blasting","NA"
"John","male"
"Rio","male"
"Cuero","NA"
"Charles","male"
"Brigham","male"
"J.","NA"
"Henry","male"
"E.","NA"
"Elder","male"
"Jack","male"
"Willow","female"
"Isaac","male"
"Frank","male"
"Panguitch","NA"
"Sabbath","NA"
"MIRIAM","female"
"Uncle","NA"
"David","male"
"Max","male"
"Federal","NA"
"Little","male"
"Anna","female"
"Memorial","NA"
"A.","NA"
"Ed","male"
"Big","NA"
"Upper","NA"
"John","male"
"Kenneth","male"
"Box","NA"
"bridle","NA"
"Nate","male"
"George","male"
"Sperry","NA"
"Kearns","NA"
"F.","NA"
"J.","NA"
"John","male"
"Free","NA"
"Prest","NA"
"John","male"
"La","female"
"Colonel","NA"
"S.","NA"
"I.","NA"
"Fermin","male"
"Buena","NA"
"Company","NA"
"Charles","male"
"Samuel","male"
"Rio","male"
"La","female"
"R.","NA"
"J.","NA"
"Scotts","NA"
"N.","NA"
"Thomas","male"
"Lewis","male"
"Lewis","male"
"H.","NA"
"D.","NA"
"West","male"
"Thomas","male"
"Robin","female"
"Charles","male"
"George","male"
"Amos","male"
"GUSTIVE","NA"
"John","male"
"John","male"
"Ronald","male"
"N.","NA"
"A.","NA"
"Franklin","male"
"Elizabeth","female"
"Horace","male"
"William","male"
"W.","NA"
"Herbert","male"
"E.","NA"
"J.","NA"
"James","male"
"Carl","male"
"Thomas","male"
"Edward","male"
"Francis","male"
"A.","NA"
"Joseph","male"
"Alexander","male"
"Lyman","male"
"Apostle","NA"
"Charles","male"
"Harriet","female"
"Joseph","male"
"George","male"
"B.","NA"
"A.","NA"
"Chief","NA"
"Henry","male"
"Uncle","NA"
"William","male"
"Richard","male"
"George","male"
"Frank","male"
"Amos","male"
"Orrin","male"
"J.","NA"
"Edwin","male"
"Richard","male"
"Mickey","male"
"John","male"
"Frank","male"
"James","male"
"Denis","male"
"Jeter","male"
"Charles","male"
"Frederick","male"
"John","male"
"Don","male"
"GARY","male"
"Richard","male"
"Jane","female"
"John","male"
"William","male"
"Shelby","female"
"Charles","male"
"Marcus","male"
"George","male"
"George","male"
"Charles","male"
"Frank","male"
"George","male"
"Fawn","female"
"Joseph","male"
"G.","NA"
"William","male"
"Samuel","male"
"Phil","male"
"Marguerite","female"
"Antoine","male"
"Dan","male"
"James","male"
"Joseph","male"
"Oliver","male"
"Frank","male"
"E.","NA"
"E.","NA"
"William","male"
"S.","NA"
"Horace","male"
"Miles","male"
"John","male"
"John","male"
"William","male"
"Samuel","male"
"John","male"
"Francisco","male"
"W.","NA"
"Helen","female"
"Frank","male"
"Ansel","male"
"L.","NA"
"William","male"
"Yanco","NA"
"Dave","male"
"Abraham","male"
"Transcript","NA"
"Elliott","male"
"Meriwether","NA"
"George","male"
"Robert","male"
"David","male"
"Douglas","male"
"Warren","male"
"James","male"
"Jesse","male"
"Jack","male"
"Henry","male"
"Louis","male"
"John","male"
"Warren","male"
"Charles","male"
"John","male"
"John","male"
"D.","NA"
"Donner","NA"
"Miles","male"
"John","male"
"John","male"
"E.","NA"
"John","male"
"Oscar","male"
"George","male"
"Thomas","male"
"John","male"
"F.","NA"
"F.","NA"
"P.","NA"
"Marcus","male"
"Velez","NA"
"Tomas","male"
"Arthur","male"
"Josie","female"
"Deseret","NA"
"Tamar","female"
"Desert","NA"
"John","male"
"Jeremiah","male"
"John","male"
"Walt","male"
"Owen","male"
"Leo","male"
"Wahweap","NA"
"Dalton","male"
"J.","NA"
"Zebulon","male"
"Samuel","male"
"William","male"
"J.","NA"
"Susa","NA"
"Wallace","male"
"Charles","male"
"John","male"
"John","male"
"Henry","male"
"J.","NA"
"John","male"
"Joseph","male"
"John","male"
"Marriner","NA"
"May","female"
"Leonard","male"
"Leonard","male"
"Jonathan","male"
"Ephraim","male"
"Chief","NA"
"Arthur","male"
"Charles","male"
"Joel","male"
"Don","male"
"Lewis","male"
"Thomas","male"
"David","male"
"R.","NA"
"Dock","male"
"Herbert","male"
"West","male"
"Kane","male"
"W.","NA"
"David","male"
"Mary","female"
"Fawn","female"
"Harold","male"
"James","male"
"Vegas","NA"
"GARY","male"
"Thomas","male"
"Bishop","male"
"John","male"
"Saint","male"
"William","male"
"Pedro","male"
"Robert","male"
"JAMES","male"
"Lee","male"
"Kamas","NA"
"Rufus","male"
"Samuel","male"
"Hastings","NA"
"De","male"
"Moccasin","NA"
"A.","NA"
"Oliver","male"
"N.","NA"
"The","NA"
"Joshua","male"
"the","NA"
"Jack","male"
"Rio","male"
"Bishop","male"
"Henry","male"
"Jack","male"
"Sheep","NA"
"Farmington","NA"
"Human","NA"
"Leo","male"
"Shayne","male"
"Dutch","male"
"J.","NA"
"King","male"
"S.","NA"
"Calvary","NA"
"Buckskin","NA"
"Rose","female"
"Henrietta","female"
"Esther","female"
"Patricia","female"
"Jacob","male"
"Elder","male"
"Moreau","NA"
"Ancestral","NA"
"Franklin","male"
"Superintendent","NA"
"George","male"
"Mary","female"
"John","male"
"Carl","male"
"Lever","NA"
"Don","male"
"Mary","female"
"Marcell","male"
"Stephen","male"
"Brand","male"
"Monty","male"
"Don","male"
"G.","NA"
"Noble","male"
"Baldy","NA"
"Susan","female"
"John","male"
"Charles","male"
"Sam","male"
"Jimmy","male"
"Peter","male"
"Jakob","male"
"Huck","NA"
"Bert","male"
"Chief","NA"
"John","male"
"Monroe","male"
"Masonic","NA"
"Carl","male"
"Seamons","NA"
"Woodard","NA"
"Alexander","male"
"Woodward","NA"
"Bus","NA"
"Hickman","NA"
"knee","NA"
"Silver","female"
"Sumner","male"
"North","male"
"Joe","male"
"Anne","female"
"C.","NA"
"Thomas","male"
"Strawberry","NA"
"Brigham","male"
"Mayor","NA"
"Lucy","female"
"Louie","male"
"Tracy","female"
"James","male"
"Elise","female"
"W.","NA"
"Heber","male"
"Lucy","female"
"Park","male"
"Saint","male"
"Rail","NA"
"Lester","male"
"Annie","female"
"Warden","NA"
"Margaret","female"
"Young","male"
"Bishop","male"
"St.","NA"
"Uncle","NA"
"Aquila","female"
"Miss","NA"
"Eldorado","NA"
"Yankee","NA"
"Fort","NA"
"Highway","NA"
"Joseph","male"
"Timpanogos","NA"
"Henrys","NA"
"M.","NA"
"Marlow","male"
"Addison","female"
"Rush","male"
"Lone","NA"
"D.","NA"
"Alpine","NA"
"Ursulia","NA"
"St","NA"
"Joseph","male"
"John","male"
"Milo","male"
"Real","male"
"Yutas","NA"
"G.","NA"
"Diego","male"
"Zarate","NA"
"wagon","NA"
"George","male"
"Jacob","male"
"James","male"
"Smoky","NA"
"Clara","female"
"Nathaniel","male"
"Hyman","NA"
"Bishop","male"
"Don","male"
"W.","NA"
"Joseph","male"
"Anna","female"
"Carrie","female"
"Henry","male"
"Don","male"
"Jake","male"
"Bill","male"
"Daniel","male"
"Enos","male"
"Elisha","male"
"Henry","male"
"Calvin","male"
"Ben","male"
"John","male"
"Thomas","male"
"Silas","male"
"J.","NA"
"John","male"
"Strong","NA"
"Harry","male"
"William","male"
"James","male"
"George","male"
"James","male"
"Lewis","male"
"Lucy","female"
"DAVID","male"
"Stewart","male"
"Stephen","male"
"George","male"
"J.","NA"
"Edwin","male"
"Julian","male"
"C.","NA"
"George","male"
"JOHN","male"
"Joseph","male"
"W.","NA"
"E.","NA"
"Robert","male"
"C.","NA"
"S.","NA"
"EVERETT","male"
"Juan","male"
"Simon","male"
"Enoch","male"
"Frederick","male"
"William","male"
"T.","NA"
"George","male"
"James","male"
"Donald","male"
"David","male"
"George","male"
"John","male"
"Leonidas","male"
"Edwin","male"
"Charles","male"
"William","male"
"James","male"
"William","male"
"Fred","male"
"Nephi","male"
"George","male"
"Arthur","male"
"Bishop","male"
"Stephen","male"
"Peter","male"
"Stephen","male"
"Babe","NA"
"Edward","male"
"Walter","male"
"Don","male"
"William","male"
"Milton","male"
"Uintah","NA"
"James","male"
"Richard","male"
"Daniel","male"
"Jacob","male"
"Wayne","male"
"Willard","male"
"George","male"
"William","male"
"Ernest","male"
"Charles","male"
"Louie","male"
"Emmeline","female"
"James","male"
"John","male"
"Apostle","NA"
"Thomas","male"
"Almon","NA"
"Isaac","male"
"G.","NA"
"J.","NA"
"Charles","male"
"Thomas","male"
"James","male"
"Thomas","male"
"Almon","NA"
"William","male"
"William","male"
"Edward","male"
"David","male"
"Norman","male"
"Elias","male"
"George","male"
"John","male"
"John","male"
"Philo","NA"
"Robert","male"
"Heber","male"
"William","male"
"Thomas","male"
"William","male"
"Apostle","NA"
"Orson","male"
"James","male"
"Franklin","male"
"Edwin","male"
"Abraham","male"
"John","male"
"Jonathan","male"
"Daniel","male"
"Bolivar","male"
"William","male"
"Juan","male"
"Francis","male"
"Francisco","male"
"Laguna","NA"
"Cameron","male"
"Margaret","female"
"David","male"
"Richard","male"
"Daryl","male"
"Marian","female"
"William","male"
"Russell","male"
"Fred","male"
"John","male"
"Old","NA"
"Robert","male"
"F.","NA"
"Folsom","NA"
"Anna","female"
"Shirley","female"
"Charles","male"
"Navajo","NA"
"Yung","NA"
"Legh","NA"
"John","male"
"Milton","male"
"Joseph","male"
"George","male"
"William","male"
"James","male"
"James","male"
"Angus","male"
"George","male"
"John","male"
"Fred","male"
"John","male"
"Charles","male"
"Henry","male"
"John","male"
"Will","male"
"Bishop","male"
"Fanny","female"
"William","male"
"Mary","female"
"John","male"
"Amos","male"
"Ray","male"
"Edward","male"
"Lucien","male"
"William","male"
"Klaus","male"
"Shadrach","male"
"Mary","female"
"William","male"
"John","male"
"Duane","male"
"John","male"
"Appleton","NA"
"Richard","male"
"Dale","male"
"Lewis","male"
"P.","NA"
"George","male"
"Lee","male"
"Martha","female"
"O.","NA"
"John","male"
"George","male"
"George","male"
"Manti","NA"
"Hiram","male"
"Sarah","female"
"Harry","male"
"James","male"
"James","male"
"Caleb","male"
"Samuel","male"
"HELEN","female"
"Emma","female"
"Gentile","NA"
"RONALD","male"
"Annie","female"
"Saint","male"
"Ebenezer","male"
"John","male"
"J.","NA"
"William","male"
"Nicholas","male"
"Daniel","male"
"Mark","male"
"Isaac","male"
"Thomas","male"
"Israel","male"
"J.","NA"
"William","male"
"Navajo","NA"
"Charles","male"
"Luke","male"
"John","male"
"Edward","male"
"Henry","male"
"Laurel","female"
"Blanche","female"
"Maude","female"
"Ada","female"
"Clara","female"
"Kent","male"
"Sondra","female"
"W.","NA"
"Darnel","male"
"Harvey","male"
"Willard","male"
"Dixie","female"
"Little","male"
"Chaco","NA"
"Zina","female"
"Robert","male"
"Barnard","NA"
"Edward","male"
"O.","NA"
"Clarence","male"
"George","male"
"Jeanne","female"
"David","male"
"Kanab","NA"
"Christopher","male"
"Richard","male"
"Mother","NA"
"Wood","NA"
"James","male"
"Stephen","male"
"Dixie","female"
"William","male"
"Bowling","NA"
"Frederick","male"
"Hattie","female"
"Saint","male"
"Walter","male"
"Grizzly","NA"
"William","male"
"Wes","male"
"Lucien","male"
"William","male"
"Harvey","male"
"Tooele","NA"
"W.","NA"
"Isaac","male"
"RONALD","male"
"John","male"
"Maurice","male"
"Paul","male"
"George","male"
"E.G.","NA"
"Mother","NA"
"Iwo","NA"
"Norton","NA"
"William","male"
"William","male"
"Arthur","male"
"Alfred","male"
"John","male"
"Kirk","male"
"Robert","male"
"James","male"
"Brigham","male"
"Einar","male"
"Garfield","male"
"Joe","male"
"Herschel","male"
"Billy","male"
"Frank","male"
"DALE","male"
"Melvin","male"
"Walter","male"
"Seymour","NA"
"James","male"
"Thomas","male"
"John","male"
"Gravelly","NA"
"Hosea","male"
"Bishop","male"
"Heber","male"
"C.","NA"
"Louis","male"
"Elk","NA"
"Archibald","NA"
"Haxton","NA"
"Henry","male"
"Bill","male"
"Billy","male"
"H.","NA"
"Elder","male"
"Joseph","male"
"Virginia","female"
"E.","NA"
"Josephine","female"
"P.","NA"
"JAMES","male"
"Deseret","NA"
"Henry","male"
"Principe","NA"
"A.","NA"
"Orville","male"
"Sister","NA"
"Elizabeth","female"
"John","male"
"Ann","female"
"Mary","female"
"Hiram","male"
"Clement","male"
"Mount","NA"
"Sheriff","male"
"Andrew","male"
"H.","NA"
"John","male"
"Isaac","male"
"Joseph","male"
"German","male"
"Simpson","NA"
"T.","NA"
"Don","male"
"Annie","female"
"John","male"
"Mary","female"
"Geodetic","NA"
"Charles","male"
"Martin","male"
"Wesley","male"
"George","male"
"Avard","NA"
"Prairie","female"
"Old","NA"
"Fred","male"
"German","male"
"Ogden","NA"
"The","NA"
"Edward","male"
"Jo-An","NA"
"Juie","NA"
"Little","male"
"Lydia","female"
"Promontory","NA"
"Edward","male"
"Ewing","NA"
"F.","NA"
"Confluence","NA"
"Duncan","male"
"Documentary","NA"
"Logan","male"
"Rough","NA"
"the","NA"
"E.","NA"
"Joseph","male"
"Kate","female"
"Cardinal","NA"
"Theron","male"
"Sister","NA"
"North","male"
"Julius","male"
"Louisa","female"
"Regulator","NA"
"Mary","female"
"River","male"
"the","NA"
"Van","male"
"Stansbury","NA"
"William","male"
"Ephraim","male"
"Horse","NA"
"James","male"
"Rulon","male"
"Grant","male"
"Darin","male"
"Capt","NA"
"Logan","male"
"Rosalie","female"
"Brevet","NA"
"James","male"
"Plessy","NA"
"John","male"
"Madison","female"
"Luella","female"
"County","NA"
"Paul","male"
"Steve","male"
"Bobby","male"
"Golden","male"
"John","male"
"Willie","male"
"Richard","male"
"Ken","male"
"Finn","male"
"Jean","male"
"James","male"
"Mary","female"
"Sam","male"
"Felix","male"
"Pete","male"
"Upper","NA"
"Vern","male"
"Charlie","male"
"Henry","male"
"Philip","male"
"Ogden","NA"
"Fritz","male"
"Sierra","female"
"Reuben","male"
"Leonora","female"
"Kume","NA"
"James","male"
"Civico","NA"
"George","male"
"Arthur","male"
"Bob","male"
"J.","NA"
"B.","NA"
"George","male"
"Golden","male"
"Jody","male"
"Art","male"
"Lydia","female"
"Utah","male"
"Rex","male"
"Wells","male"
"Margaret","female"
"Richard","male"
"B.","NA"
"Franz","male"
"Gail","female"
"Stephen","male"
"mince","NA"
"Henry","male"
"Justice","male"
"George","male"
"Rio","male"
"Capitan","NA"
"John","male"
"C.","NA"
"Virginia","female"
"Point","NA"
"Albert","male"
"Levi","male"
"Blind","NA"
"Heber","male"
"Black","NA"
"Lester","male"
"canyon","male"
"Henry","male"
"E.","NA"
"Richard","male"
"Barnes","NA"
"Emily","female"
"Sacred","NA"
"Harry","male"
"Myrtle","NA"
"H.","NA"
"Old","NA"
"Clarence","male"
"S.","NA"
"H.","NA"
"Q.","NA"
"Cady","female"
"Tom","male"
"Pat","male"
"Grace","female"
"Jim","male"
"Thomas","male"
"Virginia","female"
"Ieuan","NA"
"Wop","NA"
"Thomas","male"
"Mexico","NA"
"Henry","male"
"Salt","NA"
"E.","NA"
"Hatch","NA"
"Walker","male"
"Desdemona","NA"
"Buenos","NA"
"FLOYD","male"
"Mormon","NA"
"Howell","male"
"Marva","female"
"Log","NA"
"UTAH","male"
"Fray","NA"
"Jessie","female"
"Amy","female"
"Little","male"
"Bountiful","NA"
"Ida","female"
"John","male"
"Bro","NA"
"Red","NA"
"Incarnacion","NA"
"Wounded","NA"
"Henry","male"
"Tierra","female"
"Navajo","NA"
"Dine","NA"
"Keams","NA"
"Peter","male"
"Miss","NA"
"John","male"
"Jack","male"
"James","male"
"FLOYD","male"
"Charlie","male"
"JOHN","male"
"Karl","male"
"Youngs","NA"
"Salt","NA"
"Hill","NA"
"Uncle","NA"
"Will","male"
"Alexander","male"
"desert","NA"
"Jacob","male"
"John","male"
"Pratt","NA"
"J.","NA"
"Bishop","male"
"William","male"
"Colorado","NA"
"Emerald","female"
"Gunsight","NA"
"Wolcott","NA"
"Dan","male"
"Belle","female"
"sore","NA"
"Ran","NA"
"Pikes","NA"
"E.","NA"
"S.","NA"
"Isaac","male"
"Moroni","male"
"D.","NA"
"Don","male"
"Antanasio","NA"
"Capt","NA"
"E.","NA"
"H.","NA"
"the","NA"
"E.","NA"
"Hopi","NA"
"Elder","male"
"Athe","NA"
"Valle","NA"
"San","female"
"Bailey","female"
"John","male"
"J.","NA"
"Sister","NA"
"Bateman","NA"
"C.","NA"
"John","male"
"Fort","NA"
"Blue","male"
"Seeds","NA"
"F.","NA"
"Ida","female"
"Marva","female"
"Fawn","female"
"Roger","male"
"William","male"
"Steve","male"
"Jesse","male"
"Ralph","male"
"Lafayette","male"
"Andrew","male"
"Daniel","male"
"John","male"
"John","male"
"Tillman","male"
"Alfred","male"
"Robert","male"
"James","male"
"Browns","NA"
"S.","NA"
"A.","NA"
"John","male"
"T.","NA"
"John","male"
"James","male"
"ERIC","male"
"Baptiste","NA"
"Joseph","male"
"Joseph","male"
"Thomas","male"
"John","male"
"Patty","female"
"George","male"
"Justin","male"
"Thomas","male"
"Alexander","male"
"William","male"
"P.","NA"
"Irvin","male"
"Charles","male"
"Douglas","male"
"David","male"
"Arthur","male"
"William","male"
"Amos","male"
"Andrew","male"
"Russell","male"
"CHARLES","male"
"Lilburn","NA"
"William","male"
"John","male"
"Robert","male"
"Eleanor","female"
"Thomas","male"
"Ralph","male"
"Hail","NA"
"Ora","female"
"Robert","male"
"Hiram","male"
"George","male"
"John","male"
"Peter","male"
"Albert","male"
"Karl","male"
"JESSIE","female"
"ROBERT","male"
"Rossie","NA"
"Parley","NA"
"Bert","male"
"Orville","male"
"Rodney","male"
"Julian","male"
"Jesse","male"
"Alfales","NA"
"U.","NA"
"Henry","male"
"Alexander","male"
"Howard","male"
"George","male"
"Simon","male"
"Robert","male"
"Emmeline","female"
"Ebenezer","male"
"Andrew","male"
"Henry","male"
"Florence","female"
"George","male"
"Lynn","female"
"Patrick","male"
"Lot","NA"
"J.","NA"
"Jacob","male"
"Parley","NA"
"John","male"
"William","male"
"KENNETH","male"
"Jack","male"
"Jane","female"
"Robert","male"
"J.","NA"
"del","male"
"Basil","male"
"William","male"
"W.","NA"
"Edward","male"
"H.","NA"
"George","male"
"James","male"
"Bill","male"
"Lorenzo","male"
"CHARLES","male"
"Pedro","male"
"John","male"
"John","male"
"Mary","female"
"Margaret","female"
"Anna","female"
"John","male"
"Andrew","male"
"William","male"
"John","male"
"Fortunato","male"
"Joseph","male"
"Robert","male"
"Charles","male"
"Joseph","male"
"Alfred","male"
"John","male"
"George","male"
"Jane","female"
"John","male"
"E.","NA"
"Ernest","male"
"James","male"
"Albert","male"
"Mary","female"
"Floyd","male"
"Frederick","male"
"EDWARD","male"
"Samuel","male"
"Romania","NA"
"George","male"
"Stephen","male"
"R.","NA"
"William","male"
"James","male"
"Pegleg","NA"
"William","male"
"James","male"
"William","male"
"Niels","male"
"Bonaventure","NA"
"William","male"
"Thomas","male"
"William","male"
"William","male"
"Francis","male"
"Willard","male"
"W.","NA"
"Hugh","male"
"William","male"
"Andrew","male"
"Donner","NA"
"John","male"
"Thomas","male"
"Thomas","male"
"Edwin","male"
"Thomas","male"
"Daniel","male"
"Seth","male"
"William","male"
"E.","NA"
"Andrew","male"
"John","male"
"Hamilton","male"
"George","male"
"John","male"
"Frank","male"
"Lewis","male"
"Apostle","NA"
"James","male"
"Ada","female"
"Alfred","male"
"Karen","female"
"George","male"
"John","male"
"Wesley","male"
"Elias","male"
"Stephen","male"
"Jesse","male"
"Thomas","male"
"Russ","male"
"William","male"
"Jim","male"
"John","male"
"Thomas","male"
"Gus","male"
"Dimick","NA"
"Hubert","male"
"Chauncey","male"
"James","male"
"EUGENE","male"
"Jan","male"
"Elizabeth","female"
"Camas","NA"
"William","male"
"Apostle","NA"
"William","male"
"LeConte","NA"
"Superintendent","NA"
"John","male"
"Walter","male"
"JOHN","male"
"W.","NA"
"John","male"
"Stephen","male"
"Lorenzo","male"
"John","male"
"Thomas","male"
"George","male"
"Sarah","female"
"H.","NA"
"Heber","male"
"O.","NA"
"B.","NA"
"Carl","male"
"Charlotte","female"
"R.","NA"
"Jens","male"
"Hyrum","male"
"Albert","male"
"Kate","female"
"Richard","male"
"Miles","male"
"Francis","male"
"Patrick","male"
"Feramorz","NA"
"Joseph","male"
"John","male"
"T.","NA"
"Henry","male"
"Joseph","male"
"Henry","male"
"John","male"
"Alfred","male"
"Henry","male"
"Andrew","male"
"Kingfisher","NA"
"Stephen","male"
"Robert","male"
"Milton","male"
"Fray","NA"
"P.","NA"
"C.","NA"
"George","male"
"Billy","male"
"John","male"
"Lucy","female"
"Ada","female"
"Josie","female"
"Barbara","female"
"Charlotte","female"
"Desdemona","NA"
"Tug","NA"
"Richard","male"
"Haldane","NA"
"Hardy","male"
"John","male"
"William","male"
"William","male"
"Ralph","male"
"Obert","NA"
"Thomas","male"
"William","male"
"Wes","male"
"Karl","male"
"Frank","male"
"Oscar","male"
"Oliver","male"
"Calvin","male"
"John","male"
"Benjamin","male"
"W.","NA"
"Elder","male"
"William","male"
"Joseph","male"
"John","male"
"William","male"
"Bishop","male"
"Sam","male"
"Seymour","NA"
"W.","NA"
"W.","NA"
"Sarah","female"
"Apostle","NA"
"Felix","male"
"John","male"
"Saphrona","NA"
"John","male"
"John","male"
"Lone","NA"
"Owen","male"
"Louisa","female"
"Albert","male"
"Benny","male"
"Daniel","male"
"Stephen","male"
"John","male"
"Elizabeth","female"
"William","male"
"S.","NA"
"James","male"
"Ike","male"
"Courthouse","NA"
"Frederick","male"
"Walter","male"
"William","male"
"Carter","male"
"Clarence","male"
"Converse","NA"
"Nancy","female"
"Alma","female"
"Hardy","male"
"George","male"
"J.","NA"
"Thomas","male"
"Patrick","male"
"William","male"
